bad : worse = big : bigger -> ['bigger', 'larger', 'smaller', 'funnier', 'greater']
wide : wider = long : longer -> ['longer', 'shorter', 'broader', 'lengthier', 'lengthy']
wide : wider = loud : louder -> ['louder', 'sadder', 'funnier', 'mellower', 'dirtier']
wide : wider = low : lower -> ['higher', 'noisier', 'near-zero', 'riskier', 'steadier']
wide : wider = new : newer -> ['then-current', 'australia-new', 'd-new', 'already-existing', 'newish']
wide : wider = old : older -> ['older', 'newer', 'sillier', 'centuries-old', 'pre-norman']
wide : wider = quick : quicker -> ['speedier', 'lengthier', 'tougher', 'sadder', 'noisier']
wide : wider = safe : safer -> ['safer', 'healthier', 'happier', 'friendlier', 'riskier']
wide : wider = sharp : sharper -> ['sharper', 'sharpest', 'broader', 'firmer', 'graver']
wide : wider = short : shorter -> ['shorter', 'lengthier', 'longish', 'longer', 'broader']
wide : wider = simple : simpler -> ['simpler', 'leaner', 'lengthier', 'pithy', 'speedier']
wide : wider = slow : slower -> ['slower', 'slowing', 'faster', 'jump-start', 'startle']
wide : wider = small : smaller -> ['smaller', 'larger', 'tiny', 'smallish', 'sizable']
wide : wider = smart : smarter -> ['smarter', 'leaner', 'sadder', 'weirder', 'cleverer']
wide : wider = strong : stronger -> ['stronger', 'weak', 'weaker', 'firmer', 'broader']
wide : wider = tall : taller -> ['taller', 'slimmer', 'narrower', 'larger', 'bulkier']
wide : wider = tight : tighter -> ['tighter', 'looser', 'firmer', 'tougher', 'stricter']
wide : wider = tough : tougher -> ['tougher', 'tighter', 'firmer', 'uglier', 'trickier']
wide : wider = warm : warmer -> ['warmer', 'calmer', 'colder', 'drier', 'hotter']
wide : wider = weak : weaker -> ['weaker', 'stronger', 'firmer', 'tougher', 'sillier']
young : younger = bad : worse -> ['nastier', 'funnier', 'uglier', 'sillier', 'weaker']
young : younger = big : bigger -> ['bigger', 'smaller', 'larger', 'huge', 'nastier']
young : younger = bright : brighter -> ['brighter', 'fainter', 'whiter', 'luminous', 'blueish']
young : younger = cheap : cheaper -> ['cheaper', 'inexpensive', 'expensive', 'tougher', 'funnier']
young : younger = cold : colder -> ['warmer', 'colder', 'hotter', 'drier', 'cooler']
young : younger = cool : cooler -> ['warmer', 'colder', 'hotter', 'cooler', 'warm']
young : younger = deep : deeper -> ['deeper', 'deepest', 'shallower', 'narrower', 'shallow']
young : younger = easy : easier -> ['easier', 'harder', 'tougher', 'funnier', 'difficult']
young : younger = fast : faster -> ['faster', 'slower', 'busier', 'newer', 'tougher']
young : younger = good : better -> ['funnier', 'nastier', 'better', 'sillier', 'tidier']
young : younger = great : greater -> ['lesser', 'great-great-great', 'florenz', 'great-great', 'tremendous']
young : younger = hard : harder -> ['harder', 'tougher', 'easier', 'funnier', 'difficult']
young : younger = heavy : heavier -> ['heavier', 'tougher', 'busier', 'deadlier', 'lighter']
young : younger = high : higher -> ['higher', 'lower', 'near-zero', 'steadier', 'low']
young : younger = hot : hotter -> ['hotter', 'busier', 'older', 'nastier', 'tougher']
young : younger = large : larger -> ['smaller', 'larger', 'bigger', 'huge', 'sizable']
young : younger = long : longer -> ['longer', 'shorter', 'earlier', 'spindly', 'busier']
young : younger = loud : louder -> ['louder', 'funnier', 'tougher', 'nastier', 'scarier']
young : younger = low : lower -> ['higher', 'lower', 'busier', 'shallower', 'weaker']
young : younger = new : newer -> ['newer', 'older', 'newish', 'higher-priced', 'nastier']
young : younger = old : older -> ['older', 'newer', 'busier', 'nastier', 'earlier']
young : younger = quick : quicker -> ['slower', 'tougher', 'funnier', 'nastier', 'lengthier']
young : younger = safe : safer -> ['safer', 'friendlier', 'healthier', 'happier', 'funnier']
young : younger = sharp : sharper -> ['sharper', 'sharpest', 'tougher', 'nastier', 'razor-sharp']
young : younger = short : shorter -> ['shorter', 'lengthier', 'longer', 'funnier', 'narrower']
young : younger = simple : simpler -> ['simpler', 'nastier', 'lengthier', 'leaner', 'uglier']
young : younger = slow : slower -> ['slower', 'faster', 'tougher', 'busier', 'noisier']
young : younger = small : smaller -> ['smaller', 'larger', 'bigger', 'sizeable', 'sizable']
young : younger = smart : smarter -> ['smarter', 'tougher', 'older', 'nastier', 'prettier']
young : younger = strong : stronger -> ['stronger', 'weaker', 'tougher', 'weak', 'firmer']
young : younger = tall : taller -> ['taller', 'thick', 'narrower', 'older', 'smaller']
young : younger = tight : tighter -> ['tighter', 'tougher', 'looser', 'narrower', 'firmer']
young : younger = tough : tougher -> ['tougher', 'funnier', 'nastier', 'scarier', 'uglier']
young : younger = warm : warmer -> ['warmer', 'friendlier', 'drier', 'colder', 'hotter']
young : younger = weak : weaker -> ['weaker', 'stronger', 'tougher', 'nastier', 'funnier']
young : younger = wide : wider -> ['wider', 'narrower', 'broader', 'smaller', 'larger']
